"amostra";"largura";"altura";"temperatura"
"Amostra 684";0.18;30.01;-4.02
"Amostra 685";10.07;27.57;-17.07
"Amostra 686";15.4;30.26;7
"Amostra 687";18.39;4.04;-0.09
"Amostra 688";83.18;107.59;18.78
"Amostra 689";12.38;29.99;1.39
"Amostra 690";113.89;179.02;-7.59
"Amostra 691";56.29;248.77;4.12
"Amostra 692";193.59;93.13;9.75
"Amostra 693";30.12;83;8.74
"Amostra 694";66.02;25.75;1.04
"Amostra 695";3.24;47.54;-12.3
"Amostra 696";169.9;105.93;-5.65
"Amostra 697";219.77;161.56;2.73
"Amostra 698";47.68;124.56;1.79
"Amostra 699";39.75;19;12.12
"Amostra 700";63.82;19.43;6.13
"Amostra 701";67.98;72.64;-2.96
"Amostra 702";5.21;104.96;10.5
"Amostra 703";42.86;150.95;5.33
"Amostra 704";12.24;51.54;1.81
"Amostra 705";117.45;9.08;-11.21
"Amostra 706";2.74;33.11;-11.5
"Amostra 707";41.26;45.04;-4.27
"Amostra 708";81.15;91.86;2.2
"Amostra 709";8.36;80.48;-12.69
"Amostra 710";17.52;61.63;-7.89
"Amostra 711";32.74;29.44;1.91
"Amostra 712";52.04;37.35;8.61
"Amostra 713";38.64;59.94;9.43
"Amostra 714";85.4;95.64;6.88
"Amostra 715";47.55;13.09;-12.59
"Amostra 716";11.15;9.84;5.12
"Amostra 717";51.37;126.95;4.14
"Amostra 718";21.56;21.45;-12.4
"Amostra 719";90.6;9.84;-6.74
"Amostra 720";56.83;120.7;-28.91
"Amostra 721";249.25;109.5;1.42
"Amostra 722";3.57;15.89;9.06
"Amostra 723";5.63;30.83;-3.66
"Amostra 724";22.92;165.22;5.18
"Amostra 725";15.81;53.23;5.19
"Amostra 726";59.85;78.2;-7.71
"Amostra 727";67.4;173.25;-14.98
"Amostra 728";101.43;107.99;-8.83
"Amostra 729";114.2;24.07;-2.2
"Amostra 730";149.12;1.3;-12.16
"Amostra 731";111.12;206;8.99
"Amostra 732";11.45;137.69;-17.3
"Amostra 733";4.14;52.22;-10.32
"Amostra 734";49.82;24.57;0.06
"Amostra 735";53.87;184.65;-6.26
"Amostra 736";57.43;109.93;-5.51
"Amostra 737";5.43;5.35;9.72
"Amostra 738";70.56;80.66;-3
"Amostra 739";48.93;7.92;2.34
"Amostra 740";28.53;80.86;5.09
"Amostra 741";83.24;20.44;-12.45
"Amostra 742";49.14;7.74;-3.61
"Amostra 743";30.15;30.07;-5.31
"Amostra 744";46.84;201.26;10.33
"Amostra 745";41;44.88;17.7
"Amostra 746";28.57;52.5;-7
"Amostra 747";4.53;118.64;23.55
"Amostra 748";29.6;55.72;6.87
"Amostra 749";18.42;118.25;0.89
"Amostra 750";50.58;63.8;2.45
"Amostra 751";59.03;72.61;2.91
"Amostra 752";66.79;30.52;-19.26
"Amostra 753";86.46;27.34;2.83
"Amostra 754";196.86;224.26;4.59
"Amostra 755";20.73;41.67;17.44
"Amostra 756";57.54;25.08;-19.22
"Amostra 757";34.76;49.97;-6.5
"Amostra 758";6.68;33.49;-10.53
"Amostra 759";154.52;27.11;-5.79
"Amostra 760";0.06;56.62;15.31
"Amostra 761";66.68;150.14;-21.5
"Amostra 762";34.4;77.85;11.62
"Amostra 763";43.1;60.4;-9.32
"Amostra 764";58.2;49.69;9.89
"Amostra 765";78.9;110.32;2.47
"Amostra 766";13.34;20.64;-5.46
"Amostra 767";46.92;5.32;5.37
"Amostra 768";18.17;211.97;-4.75
"Amostra 769";14.64;82.46;8.57
"Amostra 770";52.88;94.21;5.39
"Amostra 771";52.92;57.13;0.9
"Amostra 772";41.04;85.91;14.41
"Amostra 773";71.44;163.89;3.11
"Amostra 774";132.73;105.18;9.29
"Amostra 775";55.29;119.35;3.05
"Amostra 776";47.25;39.11;-1.18
"Amostra 777";193.6;152.57;-14.02
"Amostra 778";32.5;172.04;1.01
"Amostra 779";75.32;142.88;-11.21
"Amostra 780";2.55;96.18;7.76
"Amostra 781";119.91;87.19;-2.19
"Amostra 782";39;42.28;13.26
"Amostra 783";110.73;31.22;2.84
"Amostra 784";117.83;188.65;-4.15
"Amostra 785";146.79;35.29;-12.27
"Amostra 786";97.04;99.31;-9.14
"Amostra 787";12.99;51.45;17.41
"Amostra 788";6.55;40.56;-9.75
"Amostra 789";19.82;14.93;-4.7
"Amostra 790";43.58;102.05;0.09
"Amostra 791";11.21;88.32;-3.12
"Amostra 792";3.89;115.07;-21.04
"Amostra 793";53.62;68.42;-8.34
"Amostra 794";128.8;152.03;-3.67
"Amostra 795";75.93;64.67;-8.87
"Amostra 796";66.92;111.46;1.5
"Amostra 797";66.73;42.56;0.42
"Amostra 798";2.71;4.73;-6.29
"Amostra 799";68.88;207.29;-1.55
"Amostra 800";120.37;109.69;-9.1
"Amostra 801";47.77;75.86;-1.6
"Amostra 802";56.34;101.41;-2.97
"Amostra 803";207.75;13.03;2.51
"Amostra 804";15.66;81.71;1.54
"Amostra 805";46.01;25.66;1.91
"Amostra 806";55.22;114.66;-8.37
"Amostra 807";65.26;82.01;9.61
"Amostra 808";29.64;96.77;12.34
"Amostra 809";73.7;26.39;-4.77
"Amostra 810";76.08;223.08;-3.67
"Amostra 811";87.53;73.36;-5.84
"Amostra 812";51.05;17.64;0.85
"Amostra 813";104.96;87.98;-3.79
"Amostra 814";67.31;31.46;-5.64
"Amostra 815";142.13;8.17;-7.94
"Amostra 816";10.21;51.48;-0.12
"Amostra 817";68.76;75.93;-1.81
"Amostra 818";213.22;120.18;6.72
"Amostra 819";119.77;90.51;-0.22
"Amostra 820";94.22;25.06;0.01
"Amostra 821";78.95;57.23;-7.11
"Amostra 822";64.1;37.32;7.33
"Amostra 823";75.28;161.33;-18.83
"Amostra 824";15.6;104.79;-5.02
"Amostra 825";22.19;119.06;-22.08
"Amostra 826";52.65;78.48;11.95
"Amostra 827";41.51;28.37;20.1
"Amostra 828";216.76;73.08;0.29
"Amostra 829";51.61;93.3;-8.32
"Amostra 830";16.6;81.02;-8.2
"Amostra 831";10.03;34.5;0.27
"Amostra 832";202.47;20.25;9.51
"Amostra 833";0.98;76.98;5.45
"Amostra 834";5.12;103.79;6.74
"Amostra 835";95.95;77.36;16.52
"Amostra 836";189.16;161.48;-9.69
"Amostra 837";36.9;133.75;-14.91
"Amostra 838";19.81;66.8;7.34
"Amostra 839";59.07;21.94;2.66
"Amostra 840";54.72;268.96;2.79
"Amostra 841";103.03;150.21;-7.24
"Amostra 842";72.63;69.21;0.79
"Amostra 843";238.69;116.46;-10.78
"Amostra 844";116.59;115.9;-2.78
"Amostra 845";20.48;27.13;-8.1
"Amostra 846";42.83;99.07;5.15
"Amostra 847";88.78;178.76;-2.25
"Amostra 848";0.75;114.87;15.28
"Amostra 849";33.89;48.94;0.54
"Amostra 850";41.98;161.74;4.36
"Amostra 851";43.58;291.01;12.9
"Amostra 852";194.25;17.89;8.42
"Amostra 853";27.53;74.26;-1.38
"Amostra 854";79.88;25.12;1.04
"Amostra 855";196.19;140;21.34
"Amostra 856";129.96;198.89;20.99
"Amostra 857";106.41;120.73;-9.48
"Amostra 858";20.75;14.66;-5.98
"Amostra 859";64.55;19.62;14.09
"Amostra 860";172.01;11.73;0.9
"Amostra 861";11.31;56.98;-6.36
"Amostra 862";79.53;67.53;4.83
"Amostra 863";100.03;39.15;5.89
"Amostra 864";78.73;110.99;-4.73
"Amostra 865";161.08;31.3;-0.87
"Amostra 866";129.51;93.01;-2.24
"Amostra 867";77.58;40.2;13.93
"Amostra 868";56.72;11.03;9.65
"Amostra 869";30.74;15.43;10.97
"Amostra 870";21.42;205.21;-12.06
"Amostra 871";48.16;88.41;-6.69
"Amostra 872";121.73;134.16;-5.25
"Amostra 873";184.5;75.92;-4.95
"Amostra 874";209.94;28.39;-7.09
"Amostra 875";118.1;73.86;-3.47
"Amostra 876";50.04;17.51;-9.78
"Amostra 877";44.36;6.3;-15.05
"Amostra 878";131.18;21.71;2.11
"Amostra 879";115.31;13.58;-5.27
"Amostra 880";146.09;165.22;9.04
"Amostra 881";9.02;112.68;12.89
"Amostra 882";142.49;116.33;-4.89
"Amostra 883";80.63;51.97;12.55
"Amostra 884";7.74;33.91;0.05
"Amostra 885";91.38;25.5;0.63
"Amostra 886";85.73;50.99;9.39
"Amostra 887";44.98;31.91;-16.79
"Amostra 888";119.27;11.01;-10.41
"Amostra 889";19.63;15.27;7.53
"Amostra 890";224.73;240.71;5.83
"Amostra 891";25.33;191.76;-21.98
"Amostra 892";40.17;2.22;-4.87
"Amostra 893";57.72;175.35;-6.9
"Amostra 894";82.79;42.82;-16.11
"Amostra 895";136.17;83.79;12.45
"Amostra 896";91.71;12.82;-20.9
"Amostra 897";86.4;13.79;-10.26
"Amostra 898";93.93;1.64;0.65
"Amostra 899";67.21;2.39;-2.23
"Amostra 900";71.2;19.9;-15.75
"Amostra 901";141.4;16.24;-1.04
"Amostra 902";41.89;2.02;6.26
"Amostra 903";92.24;86.73;20.3
"Amostra 904";101.65;156.32;-23.28
"Amostra 905";86.38;60.08;6.46
"Amostra 906";202.86;109.85;-6.37
"Amostra 907";134.6;120.14;-4.84
"Amostra 908";124.13;38.37;3.2
"Amostra 909";242.36;106.29;-6.69
"Amostra 910";13.13;167.76;-4.54
"Amostra 911";141.29;0.58;14.83
"Amostra 912";58.06;132.75;-9.58
"Amostra 913";4.47;127.96;7.47
"Amostra 914";62.55;59.82;-2.29
"Amostra 915";16.45;146.79;0.28
"Amostra 916";5.89;5.49;-1.22
"Amostra 917";97.57;8.55;1.73
"Amostra 918";120.06;12.45;-9.81
"Amostra 919";115.04;27.32;-0.92
"Amostra 920";31.45;134.39;8.93
"Amostra 921";222.09;32.37;6.94
"Amostra 922";82.45;2.96;-12.71
"Amostra 923";76.13;119.49;14.12
"Amostra 924";68.11;61.58;6.56
"Amostra 925";64.62;102.34;5.83
"Amostra 926";64.69;79.78;11.87
"Amostra 927";5.34;133.69;-6.43
"Amostra 928";6.3;137.85;-0.48
"Amostra 929";72.14;5.63;10.87
"Amostra 930";70.75;133.85;6.02
"Amostra 931";46.88;59.59;2.36
"Amostra 932";163.34;31.88;18.41
"Amostra 933";75.64;123.62;5.11
"Amostra 934";68.59;11.87;-22.4
"Amostra 935";79.76;83.23;11.12
"Amostra 936";109.39;8.46;11.5
"Amostra 937";144.28;7.75;20.92
"Amostra 938";7.03;42.76;13.99
"Amostra 939";118.39;43.94;8.51
"Amostra 940";47.68;53.38;0.32
"Amostra 941";128.92;19.1;-5.09
"Amostra 942";11.95;8.43;1.85
"Amostra 943";162.82;118.05;2.53
"Amostra 944";12.81;134.9;-2.7
"Amostra 945";165.99;26.2;1.56
"Amostra 946";109.48;12.19;-20.83
"Amostra 947";185.67;80.89;5.41
"Amostra 948";1.87;33.33;3.31
"Amostra 949";35.33;147.54;-14.65
"Amostra 950";61.32;105.89;5.86
"Amostra 951";22.73;97.3;1.66
"Amostra 952";22.46;283.2;-9.79
"Amostra 953";86;138.5;10.14
"Amostra 954";6.75;104.94;4.09
"Amostra 955";47.07;71.02;-3.66
"Amostra 956";37.59;75.97;-1.27
"Amostra 957";0.78;16.62;3.43
"Amostra 958";171.77;1.09;-3.78
"Amostra 959";60.65;107.84;1.99
"Amostra 960";34.78;9.14;-1.69
"Amostra 961";114.2;54.03;14.44
"Amostra 962";152.69;39.55;-5.34
"Amostra 963";90.36;184.34;-15.2
"Amostra 964";43.87;33.92;-18.82
"Amostra 965";8.11;206.08;-9.65
"Amostra 966";116.86;103.39;-13.91
"Amostra 967";70.05;5.21;-5.27
"Amostra 968";161.87;76.79;-9.55
"Amostra 969";161.21;55.05;-9.95
"Amostra 970";145.69;48.4;-2.75
"Amostra 971";6.86;63.5;-5.08
"Amostra 972";74.06;27.87;2.61
"Amostra 973";89.97;79.55;-13.93
"Amostra 974";107.22;123.78;4.79
"Amostra 975";80.27;56.63;4.67
"Amostra 976";13.94;6.1;8.91
"Amostra 977";4.32;35.65;9.61
"Amostra 978";81.09;84.21;0.95
"Amostra 979";13.04;122.03;5.88
"Amostra 980";79.29;57.35;0.1
"Amostra 981";56.88;50.33;8.56
"Amostra 982";321.84;22.96;15.42
"Amostra 983";96.97;105.11;0.01
"Amostra 984";55.04;67.25;8.73
"Amostra 985";58.38;53.35;-3
"Amostra 986";179.09;74.91;26.88
"Amostra 987";4.67;13.79;12.39
"Amostra 988";206.82;10.85;-1.56
"Amostra 989";90.57;25.07;-0.34
"Amostra 990";95.52;106.87;-5.11
"Amostra 991";94.6;18.39;7.3
"Amostra 992";10.54;24.99;-5.65
"Amostra 993";41.83;63.71;1.09
"Amostra 994";75.24;84.92;-5.29
"Amostra 995";46.43;39.68;9.02
"Amostra 996";100.23;18.5;2.53
"Amostra 997";102.35;24.3;10.31
"Amostra 998";6.73;19.66;-1.76
"Amostra 999";51.22;148.89;20.79
"Amostra 1000";30.67;27.73;-0.31
"Amostra 1001";11.93;81.83;1.52
"Amostra 1002";156.41;29.44;0.7
"Amostra 1003";91.8;31.16;2.66
"Amostra 1004";114.04;118.34;1.8
"Amostra 1005";3.58;100.11;7.32
"Amostra 1006";38.97;104.42;10.68
"Amostra 1007";106.93;22.8;-9.91
"Amostra 1008";116.19;1.03;4.71
"Amostra 1009";95.75;52.11;-1.72
"Amostra 1010";74.09;36.35;-0.54
"Amostra 1011";119.62;24.74;-6.13
"Amostra 1012";23.16;134.27;-6.47
"Amostra 1013";135.19;28.1;12.97
"Amostra 1014";15.05;37.96;-2.84
"Amostra 1015";92.22;51.74;-5.6
"Amostra 1016";130.05;101.54;-15.19
"Amostra 1017";97.75;31.84;5.78
"Amostra 1018";81.2;29.35;4.12
"Amostra 1019";24.37;29.22;0.14
"Amostra 1020";42.07;14.27;12.94
"Amostra 1021";146.51;87.39;13.29
"Amostra 1022";76.48;41.23;-0.11
"Amostra 1023";28.03;16.89;-0.66
"Amostra 1024";8.99;38.92;-9.75
"Amostra 1025";117.71;31.74;2.21
"Amostra 1026";66.43;302.86;-10.45
"Amostra 1027";16.32;72.59;-16.23
"Amostra 1028";9.19;96.15;4.52
"Amostra 1029";66.5;82.59;-1.65
"Amostra 1030";112.99;15.36;16.83
"Amostra 1031";44.73;76.37;-18.13
"Amostra 1032";3.43;85.14;3.06
"Amostra 1033";93.51;36.01;17.87
"Amostra 1034";96.85;98.02;10.24
"Amostra 1035";33.74;151.48;-17.42
"Amostra 1036";16.05;2.6;-15.96
"Amostra 1037";111.62;109.27;2.15
"Amostra 1038";74.97;167.55;1.42
"Amostra 1039";68.95;69.39;5.56
"Amostra 1040";23.58;29.9;12.32
"Amostra 1041";30.68;135.55;24.96
"Amostra 1042";13.42;11.38;14.03
"Amostra 1043";52.85;139.39;5.67
"Amostra 1044";68.91;100.99;1.61
"Amostra 1045";66.89;211.77;3.46
"Amostra 1046";65.54;211.14;-6.55
"Amostra 1047";14.74;27.07;13.97
"Amostra 1048";56.77;28.61;2.4
"Amostra 1049";18.36;2.37;-2.07
"Amostra 1050";24.02;70.92;-0.35
"Amostra 1051";12.82;64.91;14.57
"Amostra 1052";110.4;185.66;-8.43
"Amostra 1053";10.18;33.19;16.28
"Amostra 1054";162.77;118.62;-5.08
"Amostra 1055";64.5;90.85;7.28
"Amostra 1056";152.87;48.94;0.74
"Amostra 1057";81.28;234.28;3.39
"Amostra 1058";43.99;101.36;-15.21
"Amostra 1059";46.23;158.96;6.95
"Amostra 1060";25.06;160.3;-5.63
"Amostra 1061";102.09;188.16;-11.11
"Amostra 1062";155.34;111.57;1.59
"Amostra 1063";3.95;149.7;-6.3
"Amostra 1064";121.24;19.35;-11.8
"Amostra 1065";27.23;3.36;17.41
"Amostra 1066";16.35;79.11;4.23
"Amostra 1067";131.21;3.29;-6.58
"Amostra 1068";66.78;87.46;2.78
"Amostra 1069";53.64;14.02;0.52
"Amostra 1070";11.31;161.79;0.48
"Amostra 1071";8.43;83.83;-7.16
"Amostra 1072";22.58;77.7;-12.54
"Amostra 1073";85.72;67.15;-6.01
"Amostra 1074";59.34;58.31;-1.28
"Amostra 1075";48.08;50.21;-16.58
"Amostra 1076";69.88;86.37;-9.38
"Amostra 1077";66.13;34.77;20.45
"Amostra 1078";76.92;51.75;-9.63
"Amostra 1079";93.98;24.5;3.04
"Amostra 1080";28.48;53.25;1.46
"Amostra 1081";139.8;47.37;8.55
"Amostra 1082";24.76;142.65;-9.45
"Amostra 1083";76.57;16.46;2.65
"Amostra 1084";62.5;117.26;4.61
"Amostra 1085";219.32;214.84;0.24
"Amostra 1086";8.99;121.54;12.08
"Amostra 1087";38.56;11.8;7.96
"Amostra 1088";66.67;137.53;-5.52
"Amostra 1089";52.68;14.39;-11.18
"Amostra 1090";78.53;56.38;-0.15
"Amostra 1091";26.89;53.5;4.65
"Amostra 1092";104.77;56.38;1.58
"Amostra 1093";112.59;80.98;-0.74
"Amostra 1094";56.22;94.12;4.3
"Amostra 1095";60.68;59.68;-3.56
"Amostra 1096";78.49;159.03;-14.7
"Amostra 1097";143.53;168.72;-6.98
"Amostra 1098";154.74;10.34;2.41
"Amostra 1099";39.08;34.3;-4.29
"Amostra 1100";41.46;80.64;-2.65
"Amostra 1101";30.84;9.88;4.54
"Amostra 1102";32.68;74.65;-12.07
"Amostra 1103";15.19;163.99;-4.76
"Amostra 1104";127.51;128.11;5.45
"Amostra 1105";35.14;80.74;17.27
"Amostra 1106";37.16;194.17;2.6
"Amostra 1107";41.5;2.6;6.76
"Amostra 1108";250.78;113.37;-4.54
"Amostra 1109";145.35;168.84;-5.29
"Amostra 1110";25.07;2.38;0.34
"Amostra 1111";110.48;27.43;4.67
"Amostra 1112";31.58;81.54;-4.3
"Amostra 1113";33.16;1.24;12.06
"Amostra 1114";54.2;192.49;10.94
"Amostra 1115";47.33;36.4;-1.13
"Amostra 1116";67.44;118.67;-5.09
"Amostra 1117";139.67;55.8;-9.75
"Amostra 1118";182.73;18.07;1.85
"Amostra 1119";104.49;143.63;-15.41
"Amostra 1120";94.08;59.91;10.59
"Amostra 1121";7.06;31.85;6.96
"Amostra 1122";128.54;191.07;-0.59
"Amostra 1123";190.72;42.54;5.56
"Amostra 1124";136.42;11.08;6.85
"Amostra 1125";58.18;51.68;-0.66
"Amostra 1126";85.14;146.46;1.6
"Amostra 1127";280.8;38.54;-3.57
"Amostra 1128";26.46;27.02;0.27
"Amostra 1129";134.59;18.79;8.14
"Amostra 1130";132.3;118.99;-0.74
"Amostra 1131";118.28;12.67;7.12
"Amostra 1132";44.04;140.33;4.83
"Amostra 1133";81.48;222.06;9.12
"Amostra 1134";89.48;109.44;5.54
"Amostra 1135";149.05;117.95;1.37
"Amostra 1136";71.1;22.21;1.63
"Amostra 1137";91.58;215.1;11.19
"Amostra 1138";137.6;40.85;-6.31
"Amostra 1139";220.43;55.18;2.96
"Amostra 1140";30.79;131.16;-7.56
"Amostra 1141";94.37;67.51;27.71
"Amostra 1142";78.27;126.26;-2.1
"Amostra 1143";113.3;178.11;-22.83
"Amostra 1144";164.31;76.6;-7.74
"Amostra 1145";186.82;0.76;5.09
"Amostra 1146";133.29;76.06;-4.31
"Amostra 1147";10;20.1;5.25
"Amostra 1148";106.86;94.68;-3.5
"Amostra 1149";65.1;48.55;-7.77
"Amostra 1150";27.58;15.47;-2.42
"Amostra 1151";87.6;3.01;-0.55
"Amostra 1152";72.35;72;13
"Amostra 1153";23.59;108.51;-3.74
"Amostra 1154";122.83;4.16;11.36
"Amostra 1155";100.51;78.81;19.21
"Amostra 1156";4.89;12.32;-0.57
"Amostra 1157";113.16;4.78;-4.92
"Amostra 1158";23.57;205.81;-0.7
"Amostra 1159";94.93;98.85;-5.4
"Amostra 1160";76.56;8.84;3.11
"Amostra 1161";29.77;30.29;3.94
"Amostra 1162";82.24;1.4;-1.35
"Amostra 1163";103.09;130.1;-16.47
"Amostra 1164";10.81;22.26;2.07
"Amostra 1165";38.3;12.77;-2.06
"Amostra 1166";108.46;119.68;-0.55
"Amostra 1167";96.63;81.64;-15.93
"Amostra 1168";115.85;120.31;-1.1
"Amostra 1169";29.6;67.58;3
"Amostra 1170";45.18;113.75;12.63
"Amostra 1171";21.63;54.66;-17.35
"Amostra 1172";174.17;45.9;13.84
"Amostra 1173";56.41;77.88;6.45
"Amostra 1174";166.45;71.05;1.17
"Amostra 1175";87.64;54.34;10.38
"Amostra 1176";196.58;70.03;-15.62
"Amostra 1177";88.76;85.68;-18.97
"Amostra 1178";32.25;162.68;-4.33
"Amostra 1179";50.42;1.3;2.02
"Amostra 1180";2.24;13.25;-9.25
"Amostra 1181";1.07;207;9.96
"Amostra 1182";29.03;69.4;14.32
"Amostra 1183";121.32;87.62;-11.53
"Amostra 1184";32.68;87.58;-8.48
"Amostra 1185";94.14;75.63;-15.44
"Amostra 1186";152.18;32.55;-12.57
"Amostra 1187";40.5;118.14;-5.68
"Amostra 1188";35.65;308.57;7.89
"Amostra 1189";40.38;51.83;-15.72
"Amostra 1190";27.04;54.09;-0.41
"Amostra 1191";203.17;17.32;2.24
"Amostra 1192";100.07;39.91;-13.9
"Amostra 1193";32.81;13.1;5.38
"Amostra 1194";122.64;26.8;9.65
"Amostra 1195";27.36;66.64;-6.56
"Amostra 1196";144.82;145.22;-12.87
"Amostra 1197";119.4;55.78;8.37
"Amostra 1198";50.44;109.41;-1.96
"Amostra 1199";21.65;18.28;16.9
"Amostra 1200";78.57;44.02;-4.16
"Amostra 1201";8.3;59.3;-4.94
"Amostra 1202";48.52;10.61;-15.44
"Amostra 1203";69.83;89.96;-4.16
"Amostra 1204";96.94;168.72;10.47
"Amostra 1205";56.56;102.99;4.55
"Amostra 1206";10.93;283.87;10.94
"Amostra 1207";45.54;152.96;4.78
"Amostra 1208";38.75;56.3;-13.35
"Amostra 1209";45.03;43.25;3.49
"Amostra 1210";155.93;65.61;-8.61
"Amostra 1211";74.23;95.33;-5.47
"Amostra 1212";46.71;24.66;-16.56
"Amostra 1213";39.33;74;15.94
"Amostra 1214";40.56;85.26;6.46
"Amostra 1215";27.61;26.17;-4.41
"Amostra 1216";153.7;212.56;-0.2
"Amostra 1217";23.6;25.05;-15.12
"Amostra 1218";22.53;235.57;10.02
"Amostra 1219";189.2;19.47;-16.14
"Amostra 1220";12.18;14.71;-8.38
"Amostra 1221";5.1;13.24;-9.83
"Amostra 1222";6.77;184.9;7.17
"Amostra 1223";186.82;91.46;-8.88
"Amostra 1224";25.95;43.58;4.25
"Amostra 1225";142.95;178.32;-12.56
"Amostra 1226";40.47;27.26;-12.32
"Amostra 1227";98.85;176.27;2.54
"Amostra 1228";63.7;133.01;2.5
"Amostra 1229";175.3;69.54;4.23
"Amostra 1230";18.97;68.6;-0.32
"Amostra 1231";64.59;101.93;-1.37
"Amostra 1232";118.86;205.38;2.09
"Amostra 1233";138.51;99.71;-9.61
"Amostra 1234";81.01;82.39;-4.06
"Amostra 1235";35.86;38.05;8.44
"Amostra 1236";250.13;40.45;0.17
"Amostra 1237";182.22;154.6;8.73
"Amostra 1238";11.19;100.47;-7.61
"Amostra 1239";54.46;132.24;-5.35
"Amostra 1240";10.65;200.88;6.34
"Amostra 1241";108.08;32.08;10.99
"Amostra 1242";152.4;105.21;-11.37
"Amostra 1243";147.27;158.59;-1.65
"Amostra 1244";32.14;155.31;-4.92
"Amostra 1245";20.52;188.52;2.29
"Amostra 1246";93.46;143.21;-0.83
"Amostra 1247";0.54;17.94;-10.83
"Amostra 1248";77.42;81.33;-2.29
"Amostra 1249";99.94;121.42;-5.3
"Amostra 1250";121.89;8.08;18.86
"Amostra 1251";63.96;245.15;2.86
"Amostra 1252";109.12;37.72;15.66
"Amostra 1253";81.8;86.59;-9.93
"Amostra 1254";103.01;75.54;3.82
"Amostra 1255";16.14;1.2;-3.78
"Amostra 1256";44.37;131.5;-11.02
"Amostra 1257";47.05;105.09;-1.71
"Amostra 1258";9.61;59.78;8.95
"Amostra 1259";77.56;26.12;-8.89
"Amostra 1260";63.36;57.77;14.68
"Amostra 1261";29.59;13.29;6.8
"Amostra 1262";7.19;103.28;-9.16
"Amostra 1263";190.04;41.53;15.47
"Amostra 1264";21.41;115.96;-4.19
"Amostra 1265";180.13;21.31;-14
"Amostra 1266";98.97;134.45;19.55
"Amostra 1267";104.67;38.05;5.6
"Amostra 1268";26.19;47.18;-12.47
"Amostra 1269";59.92;48.54;6.83
"Amostra 1270";15.6;92.01;-11.91
"Amostra 1271";168.58;26.92;0.16
"Amostra 1272";113.82;85.87;2.04
"Amostra 1273";11.62;108.34;15.08
"Amostra 1274";127.64;23.19;-10.17
"Amostra 1275";137.93;18.95;-13.87
"Amostra 1276";5.54;78.65;4.13
"Amostra 1277";135.52;133.06;-20.66
"Amostra 1278";8.76;66.12;-13.31
"Amostra 1279";42.59;12.83;-12.47
"Amostra 1280";100.23;43.13;-1.43
"Amostra 1281";37.39;25.45;-2.42
"Amostra 1282";34.95;21.19;-0.53
"Amostra 1283";0.85;39.64;-8.05
"Amostra 1284";87.91;0.13;-11.17
"Amostra 1285";139.32;35.11;2.12
"Amostra 1286";4.46;57.9;-6.09
"Amostra 1287";113.97;53.87;4.81
"Amostra 1288";84.82;79.62;4.3
"Amostra 1289";84.82;2.01;4.27
"Amostra 1290";54.84;88.1;3.98
"Amostra 1291";38.54;205.56;10.46
"Amostra 1292";166.18;40.15;-17.09
"Amostra 1293";39.14;45.73;-7.14
"Amostra 1294";24.59;2.83;-6.34
"Amostra 1295";50.1;125.02;0.38
"Amostra 1296";172.36;108.13;6.25
"Amostra 1297";29.71;191.16;9.19
"Amostra 1298";21.21;25.68;4.14
"Amostra 1299";111.78;15.45;5.8
"Amostra 1300";118.96;172.06;-16.09
"Amostra 1301";87.3;104.53;2.1
"Amostra 1302";25.04;76.1;-0.26
"Amostra 1303";240.56;27.47;14.9
"Amostra 1304";119.44;54.32;22.8
"Amostra 1305";75.25;37.72;4.11
"Amostra 1306";9;129.04;2.3
"Amostra 1307";153.46;18.05;-15.3
"Amostra 1308";129.2;82.97;-3.62
"Amostra 1309";160.33;9.21;4.3
"Amostra 1310";60.46;129.54;-2.54
"Amostra 1311";12.03;81.47;-1.35
"Amostra 1312";73.31;72.22;11.03
"Amostra 1313";51.2;43.58;22.25
"Amostra 1314";5.25;198.87;10.32
"Amostra 1315";19.96;40.39;-5.14
"Amostra 1316";50;75.16;7.14
"Amostra 1317";7.17;112.3;9.02
"Amostra 1318";53.03;153.81;13.72
"Amostra 1319";65.4;32.63;-12.04
"Amostra 1320";82.47;38.51;-14.51
"Amostra 1321";73.94;81.1;-7.31
"Amostra 1322";47.51;17.46;13.49
"Amostra 1323";77.89;26.02;11.61
"Amostra 1324";39.73;64.71;6.79
"Amostra 1325";36.13;45.44;0.04
"Amostra 1326";97.42;151.49;5.43
"Amostra 1327";152.81;57.86;0.78
"Amostra 1328";59.5;66.14;2.73
"Amostra 1329";155.91;4.7;-4.91
"Amostra 1330";116.53;12.5;2.27
"Amostra 1331";152.34;25.98;0.24
"Amostra 1332";20.97;82.33;-0.05
"Amostra 1333";283.22;42.18;18.38
"Amostra 1334";147.85;30.06;2.4
"Amostra 1335";61.11;55.74;2.59
"Amostra 1336";87.86;160.48;-6.06
"Amostra 1337";251.5;51.95;-1.12
"Amostra 1338";56.34;20.81;8.49
"Amostra 1339";96.34;237.57;-2.37
"Amostra 1340";115.83;147.14;4.37
"Amostra 1341";2.97;6.58;3.16
"Amostra 1342";125.48;70.42;-6.15
"Amostra 1343";4.02;157.68;15.15
"Amostra 1344";22.38;76.45;-0.08
"Amostra 1345";44.11;70.74;8.7
"Amostra 1346";70.04;88.47;7.29
"Amostra 1347";82.94;74.14;11.41
"Amostra 1348";65.76;186.65;6.71
"Amostra 1349";51.18;119.32;-0.67
"Amostra 1350";9.39;5.58;-2.08
